NTD ID,Agency,Mode,TOS,UZA Name,1/2019,2/2019,3/2019,4/2019,5/2019,6/2019,7/2019,8/2019,9/2019,10/2019,11/2019,12/2019,1/2020,2/2020,3/2020,4/2020,5/2020,6/2020,7/2020,8/2020,9/2020,10/2020,11/2020,12/2020,1/2021,2/2021,3/2021,4/2021,5/2021,6/2021,7/2021,8/2021,9/2021,10/2021,11/2021,12/2021,1/2022,2/2022,3/2022,4/2022,5/2022,6/2022,7/2022,8/2022,9/2022,10/2022,11/2022,12/2022,1/2023,2/2023,3/2023,4/2023,5/2023,6/2023,7/2023,8/2023,9/2023,10/2023,11/2023,12/2023
1.0,King County,DR,PT,"Seattle--Tacoma, WA","75,357 ","52,494 ","74,996 ","77,393 ","79,347 ","73,323 ","78,161 ","78,350 ","73,259 ","82,385 ","72,116 ","70,734 ","73,573 ","71,893 ","40,217 ","19,769 ","22,043 ","25,108 ","36,591 ","33,059 ","34,071 ","36,070 ","31,020 ","31,977 ","31,199 ","28,890 ","35,712 ","35,814 ","36,331 ","41,474 ","43,135 ","43,801 ","43,153 ","44,676 ","43,901 ","40,018 ","40,600 ","42,738 ","48,918 ","47,823 ","47,934 ","48,485 ","46,783 ","50,105 ","47,887 ","49,032 ","45,283 ","36,627 ","47,779 ","44,231 ","72,764 ","74,025 ","82,275 ","77,174 ","78,108 ","84,351 ","79,299 ","87,293 ","82,661 ","78,703 "
1.0,King County,DR,TX,"Seattle--Tacoma, WA","14,513 ","9,490 ","15,058 ","16,394 ","15,939 ","14,274 ","13,790 ","12,821 ","15,375 ","19,564 ","15,714 ","14,859 ","16,639 ","17,230 ","4,462 ","1,938 ","3,630 ","6,881 ","6,416 ","5,880 ","6,650 ","6,139 ","5,929 ","4,666 ","4,177 ","4,991 ","7,078 ","8,081 ","8,177 ","4,768 ","6,679 ","7,723 ","8,765 ","10,827 ","9,716 ","7,962 ","6,469 ","7,298 ","10,931 ","9,229 ","9,084 ","8,798 ","8,817 ","9,688 ","9,582 ","11,356 ","11,383 ","8,159 ","10,034 ","9,939 ","11,402 ","10,438 ","10,611 ","9,856 ","9,619 ","10,723 ","9,840 ","10,849 ","9,790 ","8,395 "
1.0,King County,FB,DO,"Seattle--Tacoma, WA","59,293 ","41,375 ","56,148 ","58,572 ","69,194 ","74,257 ","90,079 ","67,308 ","62,058 ","56,795 ","34,259 ","32,270 ","37,519 ","35,751 ","14,068 ","2,039 ","2,221 ","4,797 ","9,643 ","10,630 ","9,801 ","8,788 ","5,586 ","6,087 ","5,355 ","5,253 ","8,573 ","12,037 ","26,121 ","34,292 ","52,129 ","44,759 ","33,479 ","27,505 ","20,047 ","17,293 ","15,050 ","18,317 ","26,609 ","29,292 ","33,559 ","45,085 ","61,251 ","60,786 ","46,970 ","30,880 ","18,357 ","14,251 ","19,288 ","17,590 ","26,039 ","25,581 ","39,368 ","41,956 ","63,863 ","52,949 ","40,791 ","30,675 ","20,559 ","21,028 "
1.0,King County,LR,DO,"Seattle--Tacoma, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,King County,MB,DO,"Seattle--Tacoma, WA","8,688,609 ","7,614,112 ","8,662,761 ","8,904,840 ","9,280,947 ","8,622,153 ","8,840,564 ","8,718,288 ","8,437,124 ","9,619,655 ","8,420,473 ","7,718,006 ","8,705,965 ","8,305,939 ","4,773,283 ","2,590,410 ","2,607,899 ","3,188,735 ","3,339,926 ","3,393,742 ","3,328,392 ","3,118,656 ","2,745,130 ","2,767,733 ","2,779,426 ","2,532,122 ","3,157,886 ","3,215,701 ","3,331,400 ","3,583,180 ","3,853,296 ","3,837,242 ","3,998,616 ","4,452,242 ","3,948,846 ","3,422,080 ","3,510,345 ","3,502,095 ","4,311,305 ","4,465,947 ","4,646,615 ","4,664,895 ","4,649,909 ","4,809,401 ","4,804,553 ","5,267,823 ","4,698,068 ","4,172,608 ","4,903,992 ","4,624,888 ","5,351,825 ","5,226,959 ","5,517,552 ","5,360,599 ","5,297,609 ","5,504,095 ","5,252,779 ","6,019,489 ","5,431,339 ","4,994,122 "
1.0,King County,MB,PT,"Seattle--Tacoma, WA","70,170 ","52,515 ","69,962 ","74,335 ","76,854 ","73,276 ","73,532 ","76,842 ","68,857 ","77,534 ","63,584 ","57,259 ","62,560 ","64,113 ","40,660 ","15,922 ","17,805 ","22,781 ","28,871 ","30,110 ","26,673 ","30,341 ","24,817 ","27,282 ","26,459 ","25,200 ","31,986 ","33,621 ","34,275 ","39,931 ","42,570 ","43,531 ","42,090 ","39,911 ","34,179 ","30,413 ","31,895 ","29,913 ","36,464 ","36,619 ","38,005 ","42,727 ","43,627 ","47,773 ","45,057 ","43,505 ","39,996 ","44,496 ","47,215 ","40,774 ","49,429 ","47,464 ","56,127 ","57,589 ","59,736 ","61,101 ","52,834 ","55,513 ","48,613 ","47,492 "
1.0,King County,SR,DO,"Seattle--Tacoma, WA","144,077 ","137,458 ","153,233 ","155,732 ","161,596 ","156,309 ","168,529 ","169,526 ","156,878 ","175,512 ","147,966 ","136,593 ","151,399 ","145,578 ","85,835 ","34,918 ","34,451 ","30,443 ","35,696 ","42,601 ","45,765 ","50,587 ","44,246 ","47,924 ","51,342 ","49,223 ","57,854 ","63,135 ","62,381 ","67,908 ","78,111 ","78,405 ","77,844 ","87,339 ","77,713 ","78,698 ","85,910 ","81,378 ","98,671 ","93,072 ","92,619 ","92,912 ","95,312 ","97,704 ","94,914 ","96,756 ","95,817 ","92,540 ","106,510 ","102,550 ","112,389 ","107,320 ","124,293 ","126,239 ","128,178 ","124,770 ","119,129 ","131,998 ","120,525 ","107,916 "
1.0,King County,TB,DO,"Seattle--Tacoma, WA","1,617,828 ","1,393,520 ","1,535,754 ","1,447,259 ","1,469,234 ","1,338,321 ","1,452,080 ","1,430,826 ","1,392,871 ","1,631,459 ","1,359,154 ","1,305,145 ","1,497,300 ","1,389,997 ","863,508 ","495,138 ","458,006 ","274,535 ","539,670 ","570,083 ","593,869 ","630,329 ","510,830 ","561,898 ","469,084 ","440,302 ","576,453 ","592,107 ","608,223 ","649,711 ","747,003 ","743,959 ","812,494 ","812,920 ","830,823 ","693,107 ","764,676 ","722,067 ","820,847 ","725,677 ","800,882 ","820,791 ","788,387 ","819,111 ","847,288 ","846,428 ","868,088 ","750,801 ","878,388 ","793,475 ","886,364 ","789,292 ","998,610 ","962,289 ","957,672 ","943,718 ","846,945 ","969,019 ","967,816 ","857,978 "
1.0,King County,VP,DO,"Seattle--Tacoma, WA","281,132 ","234,024 ","275,167 ","288,535 ","291,077 ","267,982 ","286,244 ","287,285 ","270,832 ","298,239 ","261,463 ","258,206 ","323,691 ","309,265 ","150,354 ","32,952 ","38,043 ","26,597 ","28,512 ","32,361 ","27,504 ","42,268 ","37,623 ","35,632 ","36,860 ","34,949 ","42,207 ","41,359 ","40,110 ","43,649 ","45,237 ","47,013 ","47,307 ","47,293 ","45,758 ","40,418 ","43,629 ","45,348 ","57,063 ","57,573 ","60,256 ","63,282 ","60,391 ","65,855 ","65,890 ","65,921 ","62,687 ","54,814 ","72,096 ","69,834 ","81,032 ","77,479 ","94,057 ","98,073 ","91,767 ","107,310 ","104,167 ","112,450 ","107,242 ","88,977 "
2.0,Spokane Transit Authority,DR,DO,"Spokane, WA","21,100 ","17,155 ","19,783 ","21,185 ","21,562 ","17,882 ","19,381 ","18,349 ","17,804 ","21,740 ","18,034 ","17,816 ","20,028 ","17,115 ","11,277 ","5,447 ","6,161 ","8,192 ","7,354 ","7,646 ","8,133 ","8,736 ","8,598 ","9,285 ","9,598 ","9,760 ","12,106 ","11,923 ","11,346 ","12,273 ","11,750 ","12,319 ","12,891 ","13,838 ","13,264 ","12,741 ","11,683 ","12,130 ","15,725 ","14,595 ","14,658 ","14,197 ","12,146 ","14,852 ","14,291 ","15,379 ","14,914 ","13,134 ","14,999 ","14,369 ","17,538 ","15,213 ","17,355 ","16,826 ","15,408 ","17,550 ","16,223 ","18,088 ","17,067 ","15,336 "
2.0,Spokane Transit Authority,DR,PT,"Spokane, WA","17,932 ","15,463 ","18,271 ","18,222 ","17,837 ","16,706 ","16,428 ","17,673 ","17,535 ","19,669 ","17,512 ","16,058 ","17,978 ","19,468 ","10,094 ","1,985 ","3,287 ","3,968 ","4,805 ","5,025 ","5,681 ","6,577 ","4,541 ","4,434 ","5,123 ","5,776 ","6,681 ","7,950 ","9,331 ","8,870 ","9,899 ","10,787 ","10,428 ","11,133 ","11,198 ","11,216 ","8,516 ","8,793 ","11,460 ","12,319 ","12,343 ","11,900 ","12,340 ","12,734 ","12,976 ","14,314 ","12,845 ","12,072 ","14,018 ","12,925 ","14,587 ","14,285 ","14,393 ","12,870 ","12,798 ","12,428 ","13,626 ","15,663 ","13,890 ","13,472 "
2.0,Spokane Transit Authority,MB,DO,"Spokane, WA","879,638 ","788,685 ","868,434 ","916,574 ","939,701 ","778,992 ","768,679 ","770,375 ","770,544 ","935,436 ","809,657 ","745,083 ","867,428 ","830,483 ","603,379 ","323,895 ","382,549 ","461,629 ","397,604 ","388,297 ","395,013 ","427,003 ","366,367 ","374,129 ","378,829 ","362,147 ","447,481 ","434,549 ","421,637 ","425,894 ","427,200 ","431,090 ","470,190 ","509,841 ","477,387 ","451,890 ","453,872 ","470,084 ","552,094 ","528,326 ","546,385 ","533,021 ","501,452 ","539,161 ","595,209 ","656,134 ","652,937 ","566,644 ","699,259 ","666,715 ","763,102 ","711,745 ","800,527 ","727,219 ","659,412 ","710,516 ","805,048 ","874,898 ","785,072 ","743,644 "
2.0,Spokane Transit Authority,VP,DO,"Spokane, WA","14,965 ","12,553 ","13,934 ","13,853 ","13,418 ","12,310 ","11,808 ","11,975 ","12,046 ","14,300 ","12,151 ","11,949 ","14,028 ","12,392 ","10,629 ","5,160 ","5,069 ","6,048 ","6,293 ","6,502 ","6,511 ","7,161 ","5,737 ","5,240 ","5,659 ","5,565 ","6,378 ","5,759 ","5,510 ","5,824 ","5,346 ","6,208 ","6,291 ","6,310 ","6,025 ","5,423 ","5,807 ","5,797 ","7,631 ","7,417 ","7,550 ","8,008 ","7,308 ","8,786 ","8,540 ","8,435 ","7,870 ","7,427 ","8,625 ","7,386 ","8,420 ","7,592 ","8,399 ","7,584 ","7,082 ","8,846 ","7,693 ","8,564 ","8,191 ","7,273 "
3.0,Pierce County Transportation Benefit Area Authority,DR,DO,"Seattle--Tacoma, WA","8,032 ","5,945 ","7,465 ","7,645 ","7,988 ","7,003 ","7,379 ","6,820 ","6,982 ","7,336 ","5,919 ","6,483 ","7,077 ","6,463 ","4,921 ","1,852 ","2,070 ","1,203 ","1,291 ","1,264 ","1,569 ","1,902 ","1,788 ","2,006 ","1,636 ","1,776 ","1,956 ","2,028 ","1,854 ","1,737 ","1,964 ","1,527 ","2,302 ","2,293 ","2,684 ","2,594 ","2,744 ","2,870 ","3,652 ","3,088 ","3,315 ","2,996 ","2,849 ","3,256 ","3,111 ","3,515 ","3,271 ","3,111 ","3,443 ","3,062 ","3,991 ","3,387 ","3,908 ","4,033 ","3,308 ","3,494 ","2,902 ","3,585 ","3,551 ","3,223 "
3.0,Pierce County Transportation Benefit Area Authority,DR,PT,"Seattle--Tacoma, WA","16,827 ","12,953 ","17,568 ","17,201 ","18,100 ","16,413 ","17,742 ","18,407 ","17,069 ","19,453 ","17,458 ","16,954 ","17,170 ","17,078 ","8,951 ","4,414 ","5,636 ","8,434 ","9,698 ","9,562 ","9,243 ","9,987 ","8,510 ","8,200 ","7,934 ","7,863 ","10,410 ","10,982 ","10,997 ","11,863 ","12,949 ","14,069 ","13,100 ","13,753 ","12,933 ","11,820 ","10,727 ","12,293 ","14,648 ","14,459 ","14,149 ","15,736 ","15,012 ","16,696 ","16,368 ","16,405 ","15,424 ","15,414 ","16,849 ","15,289 ","19,406 ","18,083 ","19,472 ","19,850 ","19,989 ","21,384 ","21,009 ","22,810 ","21,183 ","21,187 "
3.0,Pierce County Transportation Benefit Area Authority,MB,DO,"Seattle--Tacoma, WA","731,600 ","603,390 ","718,545 ","719,764 ","764,870 ","689,627 ","683,491 ","685,462 ","717,077 ","769,886 ","671,175 ","622,004 ","669,510 ","653,710 ","504,539 ","256,385 ","272,416 ","333,317 ","345,800 ","344,003 ","340,882 ","373,849 ","323,417 ","338,132 ","310,839 ","298,967 ","362,167 ","373,159 ","360,435 ","364,644 ","378,545 ","378,120 ","412,580 ","412,693 ","367,774 ","343,318 ","362,161 ","351,767 ","423,123 ","397,957 ","412,758 ","401,922 ","387,139 ","403,947 ","435,503 ","497,475 ","456,987 ","419,557 ","466,850 ","436,329 ","510,639 ","478,685 ","550,745 ","525,516 ","502,952 ","525,914 ","535,113 ","576,266 ","522,186 ","470,611 "
3.0,Pierce County Transportation Benefit Area Authority,VP,DO,"Seattle--Tacoma, WA","68,816 ","54,602 ","64,454 ","66,344 ","65,098 ","57,819 ","61,958 ","62,137 ","59,007 ","67,923 ","57,884 ","54,165 ","63,715 ","57,476 ","42,107 ","14,139 ","21,114 ","26,510 ","29,635 ","29,604 ","30,010 ","32,055 ","26,763 ","24,344 ","26,047 ","25,054 ","29,510 ","27,060 ","24,939 ","26,832 ","26,531 ","27,645 ","28,565 ","28,282 ","27,710 ","24,914 ","28,067 ","29,493 ","35,140 ","33,155 ","31,463 ","33,126 ","30,135 ","35,414 ","32,245 ","33,125 ","33,221 ","28,167 ","35,120 ","33,122 ","38,410 ","32,687 ","35,789 ","35,416 ","31,707 ","37,103 ","33,322 ","36,447 ","34,164 ","28,754 "
5.0,City of Everett,DR,DO,"Seattle--Tacoma, WA","10,596 ","7,813 ","10,803 ","10,847 ","11,063 ","10,625 ","10,819 ","10,927 ","10,335 ","11,173 ","10,018 ","10,083 ","9,822 ","9,761 ","4,945 ","2,208 ","2,748 ","3,267 ","3,603 ","3,574 ","3,438 ","3,802 ","3,092 ","3,140 ","2,973 ","3,150 ","3,753 ","4,122 ","4,243 ","4,697 ","4,870 ","4,968 ","4,913 ","5,109 ","4,445 ","4,537 ","4,322 ","4,460 ","5,222 ","5,332 ","5,326 ","5,764 ","5,184 ","5,703 ","5,984 ","6,045 ","5,591 ","5,396 ","5,699 ","5,176 ","6,377 ","5,838 ","6,633 ","6,445 ","5,971 ","6,756 ","6,401 ","7,009 ","6,357 ","6,423 "
5.0,City of Everett,MB,DO,"Seattle--Tacoma, WA","143,644 ","122,607 ","142,121 ","139,807 ","145,050 ","137,919 ","138,896 ","132,542 ","123,724 ","142,183 ","122,565 ","115,841 ","123,579 ","119,561 ","87,024 ","39,710 ","47,223 ","61,648 ","59,760 ","54,588 ","55,317 ","57,902 ","48,132 ","52,157 ","47,911 ","47,605 ","60,896 ","62,496 ","60,079 ","64,720 ","76,145 ","69,008 ","68,854 ","68,716 ","66,797 ","68,655 ","67,486 ","68,711 ","80,004 ","80,243 ","82,542 ","85,780 ","90,326 ","91,126 ","90,162 ","99,164 ","87,852 ","84,556 ","94,511 ","87,552 ","102,974 ","97,011 ","110,298 ","110,561 ","115,494 ","116,248 ","116,736 ","123,792 ","126,660 ","128,048 "
6.0,City of Yakima,CB,PT,"Yakima, WA","3,483 ","2,929 ","2,268 ","3,100 ","2,931 ","1,166 ",921 ,751 ,"1,261 ","3,769 ","2,662 ","1,505 ","3,221 ","2,871 ","1,535 ",497 ,297 ,371 ,440 ,328 ,514 ,599 ,455 ,453 ,508 ,541 ,549 ,578 ,606 ,513 ,479 ,562 ,876 ,"1,676 ","1,518 ",875 ,"1,628 ","1,682 ","2,062 ","1,673 ","1,677 ",899 ,695 ,646 ,"1,426 ","2,755 ","2,339 ",893 ,"2,474 ","2,110 ","1,900 ","2,284 ","2,188 ",835 ,545 ,659 ,"3,696 ","6,054 ","2,537 ",710 
6.0,City of Yakima,DR,PT,"Yakima, WA","5,592 ","5,021 ","5,734 ","5,693 ","5,844 ","5,666 ","5,624 ","5,496 ","5,165 ","5,623 ","5,259 ","5,127 ","5,457 ","5,232 ","3,737 ","1,702 ","2,061 ","2,279 ","2,368 ","2,444 ","2,698 ","3,074 ","2,771 ","3,087 ","2,915 ","2,468 ","3,134 ","3,013 ","3,071 ","3,273 ","3,141 ","3,223 ","2,874 ","2,884 ","2,894 ","3,084 ","2,724 ","3,001 ","3,594 ","3,165 ","3,372 ","3,444 ","3,239 ","3,704 ","3,737 ","3,661 ","3,263 ","3,292 ","3,593 ","3,479 ","4,088 ","3,722 ","4,244 ","3,593 ","3,739 ","4,100 ","3,758 ","4,217 ","3,763 ","3,841 "
6.0,City of Yakima,MB,DO,"Yakima, WA","76,783 ","62,065 ","82,115 ","83,660 ","89,717 ","70,685 ","62,337 ","69,227 ","81,034 ","92,420 ","74,758 ","78,013 ","75,798 ","77,245 ","62,050 ","38,458 ","35,326 ","35,468 ","36,013 ","36,590 ","37,190 ","40,177 ","32,513 ","29,918 ","28,735 ","29,436 ","40,876 ","40,045 ","39,233 ","36,509 ","35,800 ","38,801 ","47,916 ","51,323 ","41,134 ","42,444 ","29,544 ","29,370 ","40,824 ","36,085 ","40,090 ","36,770 ","32,042 ","38,190 ","44,062 ","49,623 ","40,713 ","37,600 ","48,818 ","49,761 ","56,605 ","56,086 ","54,258 ","43,621 ","34,878 ","45,254 ","56,952 ","54,678 ","42,204 ","31,467 "
6.0,City of Yakima,VP,DO,"Yakima, WA","3,856 ","3,434 ","4,310 ","4,298 ","3,561 ","3,172 ","3,131 ","3,206 ","3,187 ","3,228 ","3,148 ","2,983 ","2,526 ","2,342 ","1,201 ",0 ,0 ,0 ,0 ,0 ,0 ,140 ,153 ,192 ,226 ,198 ,201 ,182 ,202 ,322 ,272 ,297 ,354 ,347 ,375 ,379 ,,,,,,,,,,,,,,,,,,,,,,,,
7.0,Lane Transit District,DR,PT,"Eugene, OR","17,002 ","12,680 ","15,170 ","17,778 ","17,777 ","16,028 ","16,262 ","16,078 ","14,970 ","15,256 ","14,188 ","14,452 ","16,672 ","15,096 ","8,128 ","1,993 ","2,661 ","4,072 ","5,143 ","5,513 ","5,251 ","6,401 ","5,583 ","5,722 ","5,633 ","4,707 ","5,577 ","5,459 ","5,505 ","5,735 ","7,148 ","6,878 ","5,980 ","5,913 ","5,762 ","5,457 ","5,445 ","5,582 ","6,608 ","6,792 ","7,040 ","7,373 ","7,009 ","7,976 ","7,578 ","7,874 ","7,326 ","7,321 ","7,927 ","7,215 ","8,600 ","8,214 ","8,933 ","9,245 ","10,920 ","12,279 ","10,737 ","12,463 ","11,515 ","11,620 "
7.0,Lane Transit District,DR,TX,"Eugene, OR","31,360 ","25,457 ","31,660 ","32,594 ","33,509 ","30,984 ","32,431 ","32,403 ","30,564 ","36,868 ","29,992 ","29,044 ","32,607 ","31,590 ","21,919 ","9,328 ","11,704 ","15,705 ","15,935 ","16,283 ","16,385 ","18,620 ","16,850 ","18,059 ","17,593 ","18,019 ","21,416 ","20,798 ","18,887 ","19,578 ","20,282 ","17,607 ","17,086 ","18,779 ","17,958 ","17,926 ","19,251 ","17,851 ","21,021 ","20,267 ","19,653 ","20,142 ","18,371 ","20,192 ","19,439 ","20,148 ","17,738 ","16,977 ","18,929 ","17,602 ","20,205 ","18,333 ","22,372 ","23,162 ","21,171 ","24,180 ","21,429 ","23,070 ","21,570 ","21,143 "
7.0,Lane Transit District,MB,DO,"Eugene, OR","526,768 ","430,207 ","500,906 ","563,460 ","560,047 ","473,008 ","453,738 ","445,847 ","466,752 ","607,934 ","510,945 ","453,442 ","518,861 ","502,153 ","354,413 ","124,302 ","130,579 ","169,091 ","183,597 ","193,076 ","170,922 ","206,310 ","173,364 ","171,942 ","169,301 ","159,120 ","190,800 ","192,095 ","183,388 ","190,665 ","199,781 ","198,771 ","222,032 ","252,543 ","231,708 ","209,107 ","233,651 ","229,772 ","259,635 ","265,788 ","272,574 ","255,423 ","236,763 ","250,093 ","281,335 ","321,140 ","286,154 ","245,702 ","296,087 ","279,186 ","295,112 ","297,397 ","328,412 ","288,279 ","251,257 ","260,524 ","291,566 ","339,695 ","297,407 ","254,399 "
7.0,Lane Transit District,MB,PT,"Eugene, OR","1,684 ","1,383 ","1,608 ","1,750 ","1,843 ","1,598 ","1,805 ","1,850 ","1,502 ","1,759 ","1,396 ","1,468 ","1,605 ","1,476 ","1,093 ",658 ,744 ,832 ,"1,149 ",889 ,793 ,984 ,918 ,865 ,731 ,772 ,846 ,898 ,753 ,836 ,808 ,694 ,822 ,744 ,751 ,755 ,838 ,854 ,"1,051 ",954 ,792 ,"1,039 ",958 ,"1,112 ",910 ,"1,099 ","1,029 ","1,049 ","1,070 ",987 ,"1,196 ","1,079 ","1,258 ","1,303 ","1,100 ","1,310 ","1,118 ","1,111 ","1,033 ",919 
7.0,Lane Transit District,RB,DO,"Eugene, OR","336,800 ","291,758 ","322,877 ","365,251 ","373,663 ","308,587 ","300,675 ","292,517 ","287,380 ","410,473 ","358,806 ","303,063 ","380,520 ","356,381 ","252,668 ","100,632 ","112,342 ","138,870 ","147,257 ","151,904 ","142,229 ","179,263 ","148,621 ","152,125 ","148,759 ","135,276 ","158,058 ","158,198 ","140,693 ","144,858 ","146,242 ","137,299 ","152,625 ","203,719 ","185,032 ","155,236 ","185,209 ","174,842 ","197,088 ","203,337 ","213,715 ","190,634 ","195,925 ","177,993 ","188,197 ","247,329 ","212,248 ","172,919 ","223,434 ","224,230 ","221,633 ","229,235 ","246,408 ","214,775 ","190,383 ","201,571 ","218,942 ","273,636 ","244,563 ","193,727 "
7.0,Lane Transit District,VP,PT,"Eugene, OR","3,752 ","2,960 ","3,566 ","3,843 ","3,833 ","3,280 ","3,632 ","3,722 ","3,550 ","4,142 ","3,160 ","3,219 ","3,500 ","3,181 ","1,907 ",136 ,128 ,198 ,262 ,238 ,246 ,256 ,244 ,156 ,148 ,146 ,236 ,244 ,290 ,260 ,316 ,336 ,487 ,552 ,494 ,430 ,634 ,622 ,650 ,594 ,662 ,771 ,757 ,889 ,771 ,874 ,846 ,497 ,799 ,764 ,879 ,876 ,"1,004 ",935 ,922 ,956 ,"1,109 ","1,680 ","1,160 ",814 
8.0,Tri-County Metropolitan Transportation District of Oregon,CR,PT,"Portland, OR--WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,Tri-County Metropolitan Transportation District of Oregon,DR,PT,"Portland, OR--WA","74,123 ","61,254 ","72,268 ","74,456 ","73,730 ","67,835 ","72,760 ","72,767 ","67,633 ","74,309 ","66,636 ","68,551 ","73,128 ","69,759 ","41,350 ","11,421 ","13,428 ","16,633 ","19,053 ","19,139 ","18,961 ","20,496 ","18,123 ","18,816 ","18,655 ","16,547 ","22,905 ","23,346 ","23,412 ","25,393 ","28,007 ","30,081 ","29,386 ","32,609 ","33,329 ","32,794 ","30,852 ","31,463 ","38,116 ","36,653 ","39,040 ","39,422 ","36,686 ","40,641 ","39,303 ","39,147 ","38,813 ","37,091 ","40,333 ","34,223 ","43,760 ","40,784 ","45,271 ","44,678 ","42,302 ","46,496 ","44,220 ","49,018 ","47,043 ","46,233 "
8.0,Tri-County Metropolitan Transportation District of Oregon,DR,TN,"Portland, OR--WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737 ,"1,899 ","2,855 ","4,000 ","3,860 ","4,489 ","4,261 ","4,077 "
8.0,Tri-County Metropolitan Transportation District of Oregon,DR,TX,"Portland, OR--WA","8,885 ","7,791 ","8,698 ","8,406 ","8,211 ","7,769 ","7,879 ","7,842 ","8,099 ","9,871 ","8,815 ","8,008 ","6,987 ","7,677 ","3,869 ","1,458 ","1,563 ","2,122 ","2,738 ","2,457 ","2,197 ","2,476 ","2,043 ","1,463 ","1,421 ","1,265 ","1,522 ","1,690 ","1,976 ","2,222 ","2,847 ","3,189 ","3,600 ","3,100 ","2,774 ","3,166 ","2,303 ","2,453 ","3,508 ","3,477 ","2,560 ","3,195 ","3,307 ","3,917 ","4,242 ","5,816 ","4,233 ","3,882 ","5,166 ","4,458 ","5,940 ","5,872 ","4,813 ","4,519 ","3,362 ","2,464 ","2,228 ","1,874 ","1,697 ","1,769 "
8.0,Tri-County Metropolitan Transportation District of Oregon,LR,DO,"Portland, OR--WA","3,201,280 ","2,861,440 ","3,197,550 ","3,209,820 ","3,429,260 ","3,331,050 ","3,329,110 ","3,151,630 ","3,097,660 ","3,442,530 ","3,114,050 ","3,022,690 ","3,106,470 ","3,036,670 ","2,109,450 ","1,050,980 ","1,089,850 ","1,229,140 ","1,322,360 ","1,362,020 ","1,210,110 ","1,289,320 ","1,165,240 ","1,197,210 ","1,134,670 ","1,020,960 ","1,283,560 ","1,266,820 ","1,235,040 ","1,254,380 ","1,461,360 ","1,458,770 ","1,436,810 ","1,538,360 ","1,474,140 ","1,486,710 ","1,448,570 ","1,379,960 ","1,697,380 ","1,612,600 ","1,742,700 ","1,842,944 ","1,832,610 ","1,848,460 ","1,812,140 ","1,910,360 ","1,711,930 ","1,705,210 ","1,721,440 ","1,711,720 ","1,992,950 ","1,699,400 ","1,935,090 ","1,941,120 ","1,941,400 ","2,081,758 ","1,927,330 ","2,127,693 ","2,014,487 ","2,036,807 "
8.0,Tri-County Metropolitan Transportation District of Oregon,MB,DO,"Portland, OR--WA","4,809,960 ","4,267,800 ","4,751,030 ","4,962,280 ","5,090,800 ","4,657,750 ","4,758,430 ","4,878,730 ","4,723,280 ","5,281,740 ","4,660,150 ","4,532,400 ","4,912,780 ","4,720,070 ","3,343,210 ","1,526,440 ","1,599,090 ","1,793,780 ","2,018,180 ","2,256,050 ","1,975,050 ","2,206,150 ","1,917,600 ","1,948,010 ","1,862,040 ","1,709,800 ","2,176,330 ","2,236,900 ","2,333,180 ","2,324,880 ","2,487,610 ","2,475,800 ","2,574,510 ","2,750,270 ","2,487,460 ","2,489,800 ","2,332,250 ","2,318,080 ","2,695,160 ","2,693,960 ","2,739,640 ","2,695,320 ","2,703,452 ","2,908,310 ","2,925,300 ","3,111,630 ","2,838,040 ","2,642,400 ","2,858,600 ","2,687,760 ","3,085,180 ","3,176,150 ","3,336,480 ","3,157,840 ","3,182,660 ","3,404,770 ","3,310,900 ","3,478,790 ","3,085,040 ","3,324,690 "
8.0,Tri-County Metropolitan Transportation District of Oregon,SR,DO,"Portland, OR--WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,Tri-County Metropolitan Transportation District of Oregon,YR,PT,"Portland, OR--WA","31,283 ","27,784 ","29,543 ","31,997 ","32,021 ","29,582 ","32,174 ","30,332 ","29,370 ","34,409 ","28,023 ","25,094 ","29,329 ","27,282 ","17,980 ","5,535 ","5,361 ","7,424 ","8,279 ","8,378 ","7,180 ","8,037 ","6,189 ","6,395 ","5,800 ","5,573 ","7,045 ","7,549 ","6,906 ","7,411 ","8,416 ","8,643 ","8,161 ","7,915 ","7,548 ","7,054 ","7,551 ","8,098 ","10,067 ","9,413 ","9,837 ","10,495 ","9,665 ","11,567 ","10,427 ","10,376 ","9,343 ","8,409 ","8,939 ","8,486 ","10,497 ","9,142 ","10,393 ","10,217 ","9,785 ","11,004 ","9,252 ","10,251 ","9,066 ","8,267 "
11.0,Valley Regional Transit,DR,DO,"Boise City, ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617 ,595 ,725 ,564 ,738 ,764 ,765 ,981 ,728 ,812 ,732 ,601 
